vehicle_id,origin_id,KEY_CODE,destination_edge,lane_id,current_edge,speed_mps,pos_m,lane_length_m,distance_to_lane_end_m,near_lane_end,current_edge_closed,successor_count,open_successor_count,has_open_path_to_destination,layer
veh_full_origin_0355_0007,origin_0355,5439174632,3270#3,3329#3_0,3329#3,0.0,5.39,28.95,23.56,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0355_0009,origin_0355,5439174632,3270#3,3329#2_0,3329#2,0.0,3.01,11.23,8.22,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0355_0010,origin_0355,5439174632,3270#3,3329#3_0,3329#3,0.0,27.89,28.95,1.06,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0355_0011,origin_0355,5439174632,3270#3,3329#3_1,3329#3,0.0,27.89,28.95,1.06,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0355_0012,origin_0355,5439174632,3270#3,3329#1_0,3329#1,0.0,4.85,8.81,3.96,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0355_0015,origin_0355,5439174632,3270#3,3329#0_0,3329#0,0.0,10.94,13.08,2.14,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0355_0023,origin_0355,5439174632,3270#3,3308#0_0,3308#0,0.0,60.43,60.43,0.0,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0355_0025,origin_0355,5439174632,3270#3,3308#3_1,3308#3,0.0,6.19,18.8,12.61,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0355_0026,origin_0355,5439174632,3270#3,3308#0_1,3308#0,0.0,52.29,60.43,8.14,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0355_0027,origin_0355,5439174632,3270#3,3329#2_0,3329#2,0.0,10.51,11.23,0.72,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0355_0028,origin_0355,5439174632,3270#3,3308#0_1,3308#0,0.0,29.79,60.43,30.64,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0355_0030,origin_0355,5439174632,3270#3,3329#3_1,3329#3,0.0,5.39,28.95,23.56,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0355_0031,origin_0355,5439174632,3270#3,4732#5_0,4732#5,0.0,0.2,0.2,0.0,True,False,3,3,True,queue_behind_blockage
veh_full_origin_0355_0037,origin_0355,5439174632,3270#3,3308#3_0,3308#3,0.0,3.8,18.8,15.0,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0355_0038,origin_0355,5439174632,3270#3,3329#2_1,3329#2,0.0,10.51,11.23,0.72,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0355_0039,origin_0355,5439174632,3270#3,3308#0_1,3308#0,0.0,59.79,60.43,0.64,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0356_0005,origin_0356,5439174641,3270#3,4732#4_1,4732#4,0.0,5.72,5.72,0.0,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0357_0002,origin_0357,5439174642,3270#3,12365#7_1,12365#7,0.0,43.5,82.11,38.61,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0357_0007,origin_0357,5439174642,3270#3,3308#3_1,3308#3,0.0,13.69,18.8,5.11,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0357_0008,origin_0357,5439174642,3270#3,12365#7_1,12365#7,0.0,36.0,82.11,46.11,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0365_0029,origin_0365,5439175513,3270#3,12365#8_1,12365#8,0.0,36.19,36.19,0.0,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0365_0030,origin_0365,5439175513,3270#3,12365#8_1,12365#8,0.0,6.18,36.19,30.01,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0365_0031,origin_0365,5439175513,3270#3,12365#7_1,12365#7,0.0,81.0,82.11,1.11,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0366_0009,origin_0366,5439175514,3270#3,12365#8_1,12365#8,0.0,28.69,36.19,7.5,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0375_0004,origin_0375,5440002031,11531#5,6527#2_0,6527#2,0.0,26.38,50.74,24.36,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0375_0010,origin_0375,5440002031,11531#5,:3746525689_12_0,:3746525689_12,0.0,2.87,2.97,0.1,True,False,1,1,True,intersection_blockage
veh_full_origin_0375_0012,origin_0375,5440002031,11531#5,6527#4_1,6527#4,0.0,35.79,38.37,2.58,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0375_0013,origin_0375,5440002031,11531#5,6527#2_1,6527#2,0.0,23.48,50.74,27.26,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0375_0018,origin_0375,5440002031,11531#5,6527#4_0,6527#4,0.0,8.69,38.37,29.68,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0375_0020,origin_0375,5440002031,11531#5,6527#2_1,6527#2,0.0,0.98,50.74,49.76,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0376_0022,origin_0376,5440002032,11531#5,6527#3_1,6527#3,0.78,40.4,40.59,0.19,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0378_0003,origin_0378,5440002042,11531#5,6527#1_0,6527#1,0.0,7.51,10.76,3.25,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0380_0002,origin_0380,5440003013,11531#5,6527#2_0,6527#2,0.0,3.88,50.74,46.86,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0380_0006,origin_0380,5440003013,11531#5,9120_0,9120,0.0,13.42,43.53,30.11,False,False,4,4,True,queue_behind_blockage
veh_full_origin_0384_0001,origin_0384,5440003024,11531#5,6527#4_0,6527#4,0.0,1.19,38.37,37.18,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0384_0005,origin_0384,5440003024,11531#5,6527#2_0,6527#2,1.84,50.73,50.74,0.01,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0384_0006,origin_0384,5440003024,11531#5,6527#3_0,6527#3,0.0,20.02,40.59,20.57,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0384_0008,origin_0384,5440003024,11531#5,6527#2_0,6527#2,0.0,41.39,50.74,9.35,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0384_0009,origin_0384,5440003024,11531#5,6527#2_0,6527#2,0.0,18.88,50.74,31.86,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0384_0013,origin_0384,5440003024,11531#5,9065#0_0,9065#0,0.0,3.73,13.72,9.99,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0387_0004,origin_0387,5440003122,11531#5,6527#2_1,6527#2,0.0,30.98,50.74,19.76,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0387_0007,origin_0387,5440003122,11531#5,6527#4_0,6527#4,0.0,31.2,38.37,7.17,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0389_0001,origin_0389,5440003141,11531#5,6527#3_0,6527#3,0.0,12.52,40.59,28.07,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0390_0002,origin_0390,5440003142,11531#5,6527#4_1,6527#4,0.0,5.79,38.37,32.58,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0390_0003,origin_0390,5440003142,11531#5,6527#3_1,6527#3,0.0,24.62,40.59,15.97,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0390_0004,origin_0390,5440003142,11531#5,6527#3_0,6527#3,0.0,5.02,40.59,35.57,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0390_0006,origin_0390,5440003142,11531#5,6527#3_1,6527#3,0.0,2.11,40.59,38.48,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0390_0008,origin_0390,5440003142,11531#5,6527#2_1,6527#2,0.0,15.98,50.74,34.76,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0390_0014,origin_0390,5440003142,11531#5,6527#4_0,6527#4,0.0,23.7,38.37,14.67,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0390_0015,origin_0390,5440003142,11531#5,6527#3_1,6527#3,0.0,32.12,40.59,8.47,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0392_0009,origin_0392,5440004021,11531#5,5235#3_0,5235#3,0.0,8.13,13.97,5.84,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0393_0005,origin_0393,5440004023,11531#5,:1429735990_2_0,:1429735990_2,0.0,1.01,18.16,17.15,False,False,1,1,True,intersection_blockage
veh_full_origin_0393_0006,origin_0393,5440004023,11531#5,5235#5_0,5235#5,0.1,24.14,24.15,0.01,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0393_0008,origin_0393,5440004023,11531#5,5235#5_0,5235#5,0.0,16.54,24.15,7.61,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0393_0009,origin_0393,5440004023,11531#5,5235#5_0,5235#5,0.0,9.04,24.15,15.11,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0393_0010,origin_0393,5440004023,11531#5,5235#5_0,5235#5,0.0,1.54,24.15,22.61,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0395_0002,origin_0395,5440004034,11531#5,5235#4_0,5235#4,0.0,8.53,13.8,5.27,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0395_0003,origin_0395,5440004034,11531#5,5235#4_0,5235#4,0.0,1.03,13.8,12.77,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0397_0001,origin_0397,5440005023,12727#0,6214#1_1,6214#1,0.0,40.94,40.94,0.0,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0397_0002,origin_0397,5440005023,12727#0,6214#0_0,6214#0,0.0,74.52,100.08,25.56,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0397_0003,origin_0397,5440005023,12727#0,6214#0_0,6214#0,0.0,59.31,100.08,40.77,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0398_0001,origin_0398,5440005032,12727#0,290#18_1,290#18,0.0,0.2,0.2,0.0,True,False,4,4,True,queue_behind_blockage
veh_full_origin_0398_0002,origin_0398,5440005032,12727#0,290#11_0,290#11,0.0,44.38,51.62,7.24,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0398_0006,origin_0398,5440005032,12727#0,290#15_1,290#15,0.0,0.15,3.09,2.94,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0399_0002,origin_0399,5440005033,12727#0,290#13_0,290#13,0.0,28.13,40.92,12.79,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0399_0004,origin_0399,5440005033,12727#0,290#14_1,290#14,0.0,16.98,31.58,14.6,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0404_0005,origin_0404,5440007021,12727#0,290#8_1,290#8,0.0,35.39,70.31,34.92,False,False,1,1,True,queue_behind_blockage
