KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001208001,T001208002,T001208003,T001208004,T001208005,T001208006,T001208007,T001208008,T001208009,T001208010,T001208011,T001208012,T001208013,T001208014,T001208015,T001208016,T001208017,T001208018,T001208019,T001208020,T001208021,T001208022,T001208023,T001208024,T001208025,T001208026,T001208027,T001208028,T001208029,T001208030,T001208031,T001208032,T001208033,T001208034,T001208035,T001208036,T001208037,T001208038,T001208039,T001208040,T001208041,T001208042,T001208043,T001208044,T001208045,T001208046,T001208047,T001208048,T001208049
,,,,　常住者（現住地による人口）　総数,　常住者（現住地による人口）　男,　常住者（現住地による人口）　女,　５年前の常住地が現住所　総数,　５年前の常住地が現住所　男,　５年前の常住地が現住所　女,　５年前の常住地が現住所以外　総数,　５年前の常住地が現住所以外　男,　５年前の常住地が現住所以外　女,　　５年前の常住地が自市区町村内　総数,　　５年前の常住地が自市区町村内　男,　　５年前の常住地が自市区町村内　女,　　５年前の常住地が自市内他区・県内他市区町村　総数,　　５年前の常住地が自市内他区・県内他市区町村　男,　　５年前の常住地が自市内他区・県内他市区町村　女,　　５年前の常住地が他県・国外　総数,　　５年前の常住地が他県・国外　男,　　５年前の常住地が他県・国外　女,　常住者（現住地による５歳以上人口）　総数,　常住者（現住地による５歳以上人口）　男,　常住者（現住地による５歳以上人口）　女,　５年前の常住地が現住所（５歳以上人口）　総数,　５年前の常住地が現住所（５歳以上人口）　男,　５年前の常住地が現住所（５歳以上人口）　女,　５年前の常住地が現住所以外（５歳以上人口）　総数,　５年前の常住地が現住所以外（５歳以上人口）　男,　５年前の常住地が現住所以外（５歳以上人口）　女,　　５年前の常住地が自市区町村内（５歳以上人口）　総数,　　５年前の常住地が自市区町村内（５歳以上人口）　男,　　５年前の常住地が自市区町村内（５歳以上人口）　女,　　５年前の常住地が自市内他区・県内他市区町村（５歳以上人口）　総数,　　５年前の常住地が自市内他区・県内他市区町村（５歳以上人口）　男,　　５年前の常住地が自市内他区・県内他市区町村（５歳以上人口）　女,　　５年前の常住地が他県・国外（５歳以上人口）　総数,　　５年前の常住地が他県・国外（５歳以上人口）　男,　　５年前の常住地が他県・国外（５歳以上人口）　女,　当地に常住する就業者・通学者　総数,　当地に常住する就業者数,　当地に常住する通学者数,　　自宅で従業　就業者数,　　自宅外の自市区町村で従業・通学　総数,　　自宅外の自市区町村で従業・通学　就業者数,　　自宅外の自市区町村で従業・通学　通学者数,　　自市内他区・県内他市区町村で従業・通学　総数,　　自市内他区・県内他市区町村で従業・通学　就業者数,　　自市内他区・県内他市区町村で従業・通学　通学者数,　　他県で従業・通学　総数,　　他県で従業・通学　就業者数,　　他県で従業・通学　通学者数
5440111111,0,,,24,11,13,23,10,13,1,1,0,1,1,0,0,0,0,0,0,0,24,11,13,23,10,13,1,1,0,1,1,0,0,0,0,0,0,0,19,12,7,4,6,5,1,8,3,5,1,0,1
5440111112,0,,,99,52,47,81,40,41,15,9,6,6,3,3,4,2,2,5,4,1,92,47,45,77,38,39,14,8,6,6,3,3,4,2,2,4,3,1,64,52,12,5,31,24,7,17,14,3,8,6,2
5440111121,0,,,116,59,57,92,47,45,22,11,11,17,9,8,1,1,0,4,1,3,111,58,53,88,46,42,21,11,10,17,9,8,1,1,0,3,1,2,68,60,8,5,39,34,5,21,19,2,2,1,1
5440111122,1,,5440111124,69,36,33,54,27,27,13,7,6,3,2,1,9,4,5,1,1,0,61,30,31,50,24,26,11,6,5,3,2,1,7,3,4,1,1,0,37,31,6,3,15,12,3,13,12,1,5,3,2
5440111123,0,,,111,60,51,103,55,48,3,2,1,0,0,0,3,2,1,0,0,0,106,58,48,99,54,45,2,1,1,0,0,0,2,1,1,0,0,0,59,53,6,11,26,25,1,11,11,0,3,1,2
5440111124,2,5440111122,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5440111132,0,,,34,14,20,34,14,20,0,0,0,0,0,0,0,0,0,0,0,0,34,14,20,34,14,20,0,0,0,0,0,0,0,0,0,0,0,0,19,15,4,3,11,9,2,4,3,1,1,0,1
5440111133,0,,,93,38,55,76,32,44,8,3,5,7,3,4,0,0,0,1,0,1,87,37,50,73,31,42,8,3,5,7,3,4,0,0,0,1,0,1,50,47,3,4,27,24,3,17,17,0,1,1,0
5440111134,0,,,62,28,34,60,26,34,2,2,0,0,0,0,0,0,0,2,2,0,60,27,33,58,25,33,2,2,0,0,0,0,0,0,0,2,2,0,34,30,4,6,14,13,1,11,9,2,3,2,1
5440111143,2,5440111144,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5440111144,1,,5440111143,63,31,32,51,26,25,4,3,1,3,2,1,0,0,0,1,1,0,61,31,30,49,26,23,4,3,1,3,2,1,0,0,0,1,1,0,29,24,5,2,17,16,1,8,5,3,2,1,1
5440111212,0,,,52,27,25,52,27,25,0,0,0,0,0,0,0,0,0,0,0,0,50,25,25,50,25,25,0,0,0,0,0,0,0,0,0,0,0,0,29,28,1,6,11,10,1,11,11,0,1,1,0
5440111214,0,,,21,12,9,21,12,9,0,0,0,0,0,0,0,0,0,0,0,0,20,11,9,20,11,9,0,0,0,0,0,0,0,0,0,0,0,0,11,9,2,0,6,4,2,5,5,0,0,0,0
5440111221,0,,,36,18,18,36,18,18,0,0,0,0,0,0,0,0,0,0,0,0,36,18,18,36,18,18,0,0,0,0,0,0,0,0,0,0,0,0,19,17,2,3,8,8,0,6,5,1,2,1,1
5440111222,2,5440111224,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5440111223,0,,,106,51,55,104,49,55,1,1,0,0,0,0,0,0,0,1,1,0,104,50,54,103,49,54,1,1,0,0,0,0,0,0,0,1,1,0,53,47,6,12,24,19,5,14,14,0,3,2,1
5440111224,1,,5440111222,98,45,53,95,44,51,3,1,2,1,0,1,0,0,0,2,1,1,97,44,53,94,43,51,3,1,2,1,0,1,0,0,0,2,1,1,55,49,6,13,15,12,3,24,23,1,3,1,2
5440111231,2,5440111233,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5440111232,0,,,38,17,21,31,13,18,7,4,3,6,4,2,0,0,0,1,0,1,33,15,18,28,13,15,5,2,3,4,2,2,0,0,0,1,0,1,16,16,0,0,12,12,0,4,4,0,0,0,0
5440111233,1,,5440111231,81,38,43,71,35,36,7,2,5,2,0,2,5,2,3,0,0,0,73,35,38,66,33,33,6,2,4,1,0,1,5,2,3,0,0,0,47,42,5,4,18,18,0,21,17,4,2,1,1
5440111241,1,,5440111242,36,18,18,35,18,17,1,0,1,0,0,0,0,0,0,1,0,1,36,18,18,35,18,17,1,0,1,0,0,0,0,0,0,1,0,1,20,19,1,7,8,7,1,5,5,0,0,0,0
5440111242,2,5440111241,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5440111314,0,,,36,19,17,32,18,14,4,1,3,3,1,2,0,0,0,1,0,1,35,19,16,32,18,14,3,1,2,2,1,1,0,0,0,1,0,1,24,22,2,1,11,10,1,10,10,0,2,1,1
5440111322,0,,,73,31,42,72,31,41,1,0,1,1,0,1,0,0,0,0,0,0,71,29,42,70,29,41,1,0,1,1,0,1,0,0,0,0,0,0,40,39,1,9,14,13,1,14,14,0,3,3,0
5440111323,0,,,18,9,9,18,9,9,0,0,0,0,0,0,0,0,0,0,0,0,18,9,9,18,9,9,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,1,4,3,1,0,0,0,1,1,0
5440111324,1,,5440111342,104,50,54,97,48,49,7,2,5,6,1,5,0,0,0,1,1,0,101,48,53,94,46,48,7,2,5,6,1,5,0,0,0,1,1,0,55,50,5,8,23,21,2,18,17,1,5,4,1
5440111332,0,,,13,7,6,11,6,5,2,1,1,0,0,0,0,0,0,2,1,1,12,6,6,10,5,5,2,1,1,0,0,0,0,0,0,2,1,1,6,5,1,2,2,1,1,2,2,0,0,0,0
5440111342,2,5440111324,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5440111411,0,,,65,31,34,56,27,29,7,3,4,6,2,4,0,0,0,1,1,0,64,31,33,55,27,28,7,3,4,6,2,4,0,0,0,1,1,0,38,38,0,5,25,25,0,6,6,0,2,2,0
5440111412,0,,,71,38,33,47,23,24,12,6,6,4,2,2,7,3,4,1,1,0,62,33,29,44,22,22,12,6,6,4,2,2,7,3,4,1,1,0,36,36,0,9,14,14,0,8,8,0,2,2,0
5440111413,0,,,80,40,40,38,19,19,22,10,12,14,5,9,2,1,1,6,4,2,75,40,35,37,19,18,20,10,10,12,5,7,2,1,1,6,4,2,37,36,1,1,21,20,1,10,10,0,2,2,0
5440111421,0,,,110,60,50,53,30,23,38,19,19,21,12,9,11,5,6,6,2,4,101,53,48,49,27,22,38,19,19,21,12,9,11,5,6,6,2,4,66,64,2,5,32,31,1,23,22,1,2,2,0
5440111422,1,,5440111424,20,9,11,6,2,4,9,3,6,3,1,2,5,2,3,1,0,1,19,9,10,6,2,4,8,3,5,2,1,1,5,2,3,1,0,1,10,10,0,1,3,3,0,5,5,0,1,1,0
5440111424,2,5440111422,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5440111433,0,,,36,16,20,36,16,20,0,0,0,0,0,0,0,0,0,0,0,0,35,16,19,35,16,19,0,0,0,0,0,0,0,0,0,0,0,0,12,11,1,1,4,4,0,4,4,0,3,2,1
5440111511,0,,,23,17,6,18,13,5,2,1,1,0,0,0,0,0,0,2,1,1,21,15,6,16,11,5,2,1,1,0,0,0,0,0,0,2,1,1,8,7,1,0,6,5,1,2,2,0,0,0,0
5440111512,1,,5440111513,59,30,29,32,13,19,27,17,10,8,5,3,19,12,7,0,0,0,47,22,25,31,12,19,16,10,6,5,3,2,11,7,4,0,0,0,19,6,13,2,9,1,8,8,3,5,0,0,0
5440111513,2,5440111512,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5440111521,2,5440111522,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5440111522,1,,5440111521,193,98,95,154,78,76,36,18,18,19,9,10,6,3,3,11,6,5,189,96,93,150,76,74,36,18,18,19,9,10,6,3,3,11,6,5,120,106,14,11,65,55,10,27,26,1,14,11,3
5440111523,0,,,141,69,72,97,48,49,36,18,18,17,7,10,11,6,5,8,5,3,138,67,71,95,46,49,35,18,17,16,7,9,11,6,5,8,5,3,76,70,6,7,33,30,3,29,26,3,5,5,0
5440111524,0,,,193,99,94,155,76,79,29,17,12,6,3,3,7,5,2,16,9,7,189,97,92,152,75,77,29,17,12,6,3,3,7,5,2,16,9,7,113,94,19,14,59,45,14,29,25,4,9,8,1
5440111531,0,,,73,35,38,67,32,35,3,2,1,3,2,1,0,0,0,0,0,0,66,30,36,60,27,33,3,2,1,3,2,1,0,0,0,0,0,0,37,33,4,7,16,16,0,10,8,2,4,2,2
5440111532,0,,,13,7,6,10,5,5,3,2,1,3,2,1,0,0,0,0,0,0,13,7,6,10,5,5,3,2,1,3,2,1,0,0,0,0,0,0,8,7,1,1,6,5,1,0,0,0,1,1,0
5440111534,0,,,35,15,20,32,13,19,3,2,1,2,1,1,0,0,0,1,1,0,35,15,20,32,13,19,3,2,1,2,1,1,0,0,0,1,1,0,19,16,3,4,6,5,1,7,6,1,1,0,1
5440111541,0,,,155,78,77,134,66,68,17,10,7,5,2,3,6,5,1,6,3,3,152,76,76,133,65,68,16,10,6,5,2,3,5,5,0,6,3,3,83,67,16,3,51,41,10,19,19,0,9,4,5
5440111542,0,,,144,66,78,104,47,57,28,13,15,6,3,3,13,5,8,9,5,4,137,62,75,101,45,56,26,12,14,6,3,3,12,4,8,8,5,3,80,73,7,6,39,35,4,25,25,0,6,4,2
5440111543,0,,,49,27,22,35,18,17,9,4,5,3,1,2,4,2,2,2,1,1,43,21,22,33,16,17,9,4,5,3,1,2,4,2,2,2,1,1,24,21,3,5,12,10,2,6,5,1,1,1,0
5440111544,0,,,265,129,136,206,94,112,48,26,22,27,14,13,7,4,3,14,8,6,254,121,133,201,90,111,47,25,22,26,13,13,7,4,3,14,8,6,146,133,13,18,76,65,11,34,34,0,10,8,2
5440111611,0,,,274,130,144,220,103,117,44,21,23,19,9,10,10,5,5,15,7,8,268,126,142,215,100,115,44,21,23,19,9,10,10,5,5,15,7,8,131,114,17,17,70,59,11,34,31,3,7,4,3
5440111612,0,,,240,139,101,123,65,58,84,52,32,32,20,12,16,9,7,36,23,13,220,126,94,112,60,52,83,51,32,31,19,12,16,9,7,36,23,13,138,126,12,7,88,83,5,22,20,2,16,11,5
5440111613,0,,,176,84,92,119,54,65,37,18,19,16,7,9,15,7,8,6,4,2,164,78,86,112,52,60,33,15,18,15,6,9,12,5,7,6,4,2,67,61,6,8,39,33,6,16,16,0,3,3,0
5440111614,0,,,223,101,122,156,69,87,62,30,32,41,20,21,10,4,6,11,6,5,218,99,119,152,68,84,61,29,32,41,20,21,10,4,6,10,5,5,111,98,13,14,68,60,8,20,16,4,4,4,0
5440111621,0,,,218,113,105,105,60,45,94,45,49,26,14,12,23,10,13,45,21,24,210,111,99,101,58,43,91,45,46,24,14,10,22,10,12,45,21,24,136,115,21,3,99,80,19,23,22,1,6,6,0
5440111622,0,,,298,144,154,167,77,90,104,49,55,25,15,10,37,13,24,42,21,21,284,138,146,161,74,87,98,47,51,24,15,9,35,12,23,39,20,19,163,137,26,3,107,86,21,36,34,2,14,11,3
5440111623,0,,,357,177,180,160,79,81,168,85,83,77,40,37,40,17,23,51,28,23,341,168,173,152,74,78,164,82,82,75,38,37,39,17,22,50,27,23,190,164,26,2,127,106,21,40,39,1,13,10,3
5440111624,0,,,308,145,163,194,92,102,81,39,42,38,18,20,21,11,10,22,10,12,292,135,157,186,87,99,76,36,40,35,16,19,21,11,10,20,9,11,157,144,13,4,100,95,5,30,26,4,12,9,3
5440111631,0,,,241,113,128,177,85,92,62,27,35,26,14,12,15,3,12,21,10,11,231,109,122,172,84,88,57,24,33,22,12,10,15,3,12,20,9,11,105,94,11,7,59,55,4,32,26,6,6,5,1
5440111632,0,,,194,91,103,131,61,70,53,25,28,32,17,15,18,6,12,3,2,1,183,85,98,123,55,68,50,25,25,30,17,13,17,6,11,3,2,1,100,91,9,3,63,58,5,29,26,3,1,1,0
5440111633,0,,,190,98,92,106,49,57,59,30,29,17,9,8,20,10,10,22,11,11,181,91,90,101,46,55,58,29,29,17,9,8,20,10,10,21,10,11,90,81,9,11,56,47,9,16,16,0,1,1,0
5440111634,0,,,291,141,150,194,91,103,64,32,32,30,15,15,14,5,9,20,12,8,282,137,145,192,89,103,62,32,30,29,15,14,14,5,9,19,12,7,149,130,19,8,87,76,11,28,27,1,20,16,4
5440111641,0,,,317,159,158,227,111,116,63,33,30,35,19,16,10,4,6,18,10,8,295,149,146,215,108,107,59,30,29,33,18,15,10,4,6,16,8,8,165,143,22,6,86,71,15,41,41,0,17,13,4
5440111642,0,,,153,71,82,85,37,48,55,27,28,35,15,20,14,9,5,6,3,3,144,65,79,79,33,46,53,26,27,33,14,19,14,9,5,6,3,3,71,69,2,5,40,39,1,20,19,1,3,3,0
5440111643,0,,,398,203,195,214,102,112,102,57,45,45,22,23,45,27,18,12,8,4,374,188,186,208,99,109,93,51,42,42,20,22,39,23,16,12,8,4,191,164,27,1,103,87,16,57,52,5,12,8,4
5440111644,0,,,281,141,140,204,98,106,34,18,16,14,6,8,18,11,7,2,1,1,266,136,130,195,95,100,34,18,16,14,6,8,18,11,7,2,1,1,131,118,13,4,64,58,6,39,35,4,9,8,1
5440111711,0,,,109,62,47,53,30,23,34,18,16,22,12,10,8,6,2,4,0,4,103,58,45,50,28,22,34,18,16,22,12,10,8,6,2,4,0,4,49,47,2,6,26,24,2,12,12,0,2,2,0
5440111712,0,,,54,23,31,45,19,26,6,2,4,4,1,3,0,0,0,2,1,1,51,21,30,44,18,26,6,2,4,4,1,3,0,0,0,2,1,1,22,22,0,5,10,10,0,5,5,0,2,2,0
5440111713,1,,5440111714,220,122,98,97,51,46,58,33,25,30,18,12,12,5,7,16,10,6,200,111,89,92,48,44,54,31,23,26,16,10,12,5,7,16,10,6,114,108,6,5,65,59,6,21,21,0,6,6,0
5440111714,2,5440111713,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5440111731,0,,,144,81,63,108,57,51,26,16,10,9,5,4,12,7,5,5,4,1,138,78,60,103,54,49,26,16,10,9,5,4,12,7,5,5,4,1,84,79,5,7,47,42,5,24,24,0,2,2,0
5440111732,0,,,53,26,27,36,17,19,15,8,7,12,8,4,3,0,3,0,0,0,49,22,27,34,15,19,13,6,7,10,6,4,3,0,3,0,0,0,32,32,0,9,12,12,0,7,7,0,3,3,0
5440111733,0,,,94,51,43,64,30,34,15,11,4,3,1,2,6,5,1,6,5,1,89,51,38,61,30,31,15,11,4,3,1,2,6,5,1,6,5,1,58,55,3,0,26,25,1,28,26,2,2,2,0
5440111734,0,,,180,95,85,132,69,63,46,25,21,22,14,8,16,7,9,8,4,4,165,84,81,120,61,59,43,22,21,19,11,8,16,7,9,8,4,4,106,98,8,8,60,56,4,29,28,1,8,5,3
5440111741,2,5440111743,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5440111742,2,5440111744,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5440111743,1,,5440111741,104,51,53,97,48,49,7,3,4,5,2,3,2,1,1,0,0,0,102,49,53,95,46,49,7,3,4,5,2,3,2,1,1,0,0,0,60,56,4,20,22,19,3,11,11,0,3,2,1
5440111744,1,,5440111742,84,44,40,77,40,37,7,4,3,1,1,0,4,2,2,2,1,1,82,43,39,76,39,37,6,4,2,1,1,0,3,2,1,2,1,1,52,47,5,14,20,19,1,11,9,2,4,2,2
5440111814,2,5440111832,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5440111824,0,,,29,14,15,26,12,14,3,2,1,2,2,0,0,0,0,1,0,1,29,14,15,26,12,14,3,2,1,2,2,0,0,0,0,1,0,1,16,14,2,5,5,4,1,6,5,1,0,0,0
5440111832,1,,5440111814,31,15,16,31,15,16,0,0,0,0,0,0,0,0,0,0,0,0,31,15,16,31,15,16,0,0,0,0,0,0,0,0,0,0,0,0,20,17,3,8,8,6,2,3,2,1,1,1,0
5440111833,0,,,36,16,20,33,15,18,3,1,2,2,1,1,1,0,1,0,0,0,36,16,20,33,15,18,3,1,2,2,1,1,1,0,1,0,0,0,25,22,3,4,18,16,2,3,2,1,0,0,0
5440111834,0,,,110,53,57,108,51,57,2,2,0,0,0,0,0,0,0,2,2,0,109,52,57,107,50,57,2,2,0,0,0,0,0,0,0,2,2,0,78,68,10,23,35,28,7,15,13,2,5,4,1
5440111841,0,,,104,53,51,100,52,48,4,1,3,0,0,0,2,1,1,2,0,2,103,52,51,99,51,48,4,1,3,0,0,0,2,1,1,2,0,2,66,59,7,28,28,24,4,6,6,0,4,1,3
5440111842,0,,,69,35,34,68,35,33,1,0,1,0,0,0,1,0,1,0,0,0,68,34,34,67,34,33,1,0,1,0,0,0,1,0,1,0,0,0,40,39,1,23,10,9,1,4,4,0,3,3,0
5440111843,0,,,28,15,13,28,15,13,0,0,0,0,0,0,0,0,0,0,0,0,28,15,13,28,15,13,0,0,0,0,0,0,0,0,0,0,0,0,19,17,2,6,9,7,2,3,3,0,1,1,0
5440111844,0,,,28,14,14,26,13,13,2,1,1,2,1,1,0,0,0,0,0,0,26,13,13,24,12,12,2,1,1,2,1,1,0,0,0,0,0,0,17,15,2,3,11,10,1,2,2,0,1,0,1
5440111911,1,,5440111912,140,71,69,138,71,67,2,0,2,1,0,1,1,0,1,0,0,0,138,70,68,136,70,66,2,0,2,1,0,1,1,0,1,0,0,0,94,86,8,54,25,19,6,12,10,2,3,3,0
5440111912,2,5440111911,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5440111913,0,,,51,29,22,46,26,20,5,3,2,5,3,2,0,0,0,0,0,0,48,26,22,44,24,20,4,2,2,4,2,2,0,0,0,0,0,0,29,29,0,7,14,14,0,6,6,0,2,2,0
5440111933,0,,,35,13,22,33,12,21,2,1,1,0,0,0,1,0,1,1,1,0,33,13,20,31,12,19,2,1,1,0,0,0,1,0,1,1,1,0,24,18,6,12,9,5,4,2,1,1,0,0,0
5440111934,0,,,14,9,5,14,9,5,0,0,0,0,0,0,0,0,0,0,0,0,14,9,5,14,9,5,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,2,1,1,0,3,3,0,0,0,0
5440111941,1,,5440111942,55,28,27,45,24,21,10,4,6,7,4,3,3,0,3,0,0,0,51,25,26,41,21,20,10,4,6,7,4,3,3,0,3,0,0,0,29,26,3,3,13,12,1,12,10,2,0,0,0
5440111942,2,5440111941,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5440112011,2,5440112012,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5440112012,1,,5440112011,20,9,11,15,7,8,1,0,1,0,0,0,1,0,1,0,0,0,16,7,9,15,7,8,1,0,1,0,0,0,1,0,1,0,0,0,9,7,2,0,5,5,0,3,2,1,1,0,1
5440112021,2,5440112023,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5440112023,1,,5440112021,14,7,7,14,7,7,0,0,0,0,0,0,0,0,0,0,0,0,14,7,7,14,7,7,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,3,2,1,1,1,0,2,1,1
5440112032,2,5440112034,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5440112033,0,,,10,5,5,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,0,0,0,0,0
5440112034,1,,5440112032,26,8,18,25,7,18,1,1,0,0,0,0,1,1,0,0,0,0,25,8,17,24,7,17,1,1,0,0,0,0,1,1,0,0,0,0,14,13,1,0,6,6,0,6,6,0,2,1,1
5440112042,0,,,26,11,15,23,10,13,3,1,2,3,1,2,0,0,0,0,0,0,26,11,15,23,10,13,3,1,2,3,1,2,0,0,0,0,0,0,14,14,0,1,9,9,0,3,3,0,1,1,0
5440112043,0,,,20,7,13,4,1,3,11,5,6,7,4,3,4,1,3,0,0,0,19,6,13,4,1,3,10,4,6,6,3,3,4,1,3,0,0,0,6,6,0,0,3,3,0,3,3,0,0,0,0
5440112044,0,,,127,58,69,100,44,56,27,14,13,20,9,11,7,5,2,0,0,0,122,56,66,97,44,53,25,12,13,19,8,11,6,4,2,0,0,0,72,64,8,14,36,34,2,17,14,3,5,2,3
5440112111,0,,,97,48,49,59,29,30,27,13,14,13,7,6,7,2,5,7,4,3,85,42,43,54,25,29,24,12,12,11,6,5,7,2,5,6,4,2,57,55,2,9,22,21,1,14,13,1,6,6,0
5440112112,0,,,243,114,129,191,91,100,25,13,12,19,10,9,6,3,3,0,0,0,215,103,112,185,88,97,23,13,10,17,10,7,6,3,3,0,0,0,140,129,11,17,71,68,3,48,41,7,3,2,1
5440112113,0,,,51,23,28,45,21,24,1,0,1,1,0,1,0,0,0,0,0,0,46,21,25,44,21,23,1,0,1,1,0,1,0,0,0,0,0,0,23,22,1,2,13,12,1,8,8,0,0,0,0
5440112114,0,,,206,98,108,129,64,65,44,18,26,17,5,12,16,8,8,11,5,6,161,78,83,116,58,58,42,18,24,17,5,12,15,8,7,10,5,5,102,99,3,7,47,46,1,42,41,1,5,4,1
5440112121,0,,,42,22,20,26,13,13,3,1,2,1,0,1,0,0,0,2,1,1,32,17,15,24,13,11,3,1,2,1,0,1,0,0,0,2,1,1,19,17,2,1,9,7,2,5,5,0,1,1,0
5440112122,1,,5440112124,94,51,43,84,46,38,10,5,5,2,1,1,4,3,1,4,1,3,89,48,41,80,43,37,9,5,4,2,1,1,3,3,0,4,1,3,56,54,2,14,30,28,2,8,8,0,1,1,0
5440112123,0,,,196,108,88,136,75,61,51,27,24,19,11,8,15,6,9,17,10,7,180,96,84,129,71,58,48,24,24,18,10,8,15,6,9,15,8,7,99,92,7,17,52,48,4,17,17,0,10,7,3
5440112124,2,5440112122,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5440112131,0,,,206,99,107,141,69,72,39,19,20,13,8,5,19,9,10,7,2,5,184,90,94,139,68,71,38,19,19,13,8,5,19,9,10,6,2,4,103,92,11,13,56,53,3,24,21,3,10,5,5
5440112132,0,,,134,66,68,98,46,52,10,6,4,0,0,0,7,4,3,3,2,1,113,54,59,95,45,50,9,5,4,0,0,0,6,3,3,3,2,1,63,55,8,13,24,22,2,20,16,4,4,2,2
5440112133,0,,,148,67,81,145,65,80,3,2,1,0,0,0,1,1,0,2,1,1,146,65,81,143,63,80,3,2,1,0,0,0,1,1,0,2,1,1,85,74,11,20,35,29,6,27,23,4,3,2,1
5440112134,0,,,196,96,100,145,71,74,14,6,8,7,3,4,5,2,3,2,1,1,172,86,86,139,70,69,12,5,7,5,2,3,5,2,3,2,1,1,94,85,9,5,46,43,3,32,29,3,9,6,3
5440112141,0,,,39,23,16,33,18,15,3,2,1,0,0,0,0,0,0,3,2,1,36,20,16,32,17,15,3,2,1,0,0,0,0,0,0,3,2,1,24,20,4,2,12,11,1,7,5,2,3,2,1
